target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag,AR
N11 ELS 048,[ELS2006] N11 048,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+048,Mid O Dwarf,Gaia DR3 4662152953605873152,74.2449912,-66.41134561,2016,LMC,LH 10,O6.5 V((f)),2006A&A...456..623E,O,6.5,V,12.87,1992AJ....103.1205P,13.85,1992AJ....103.1205P,14.02,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.1,Derived from (B-V)0,40700,2007A&A...465.1003M,4.19,2007A&A...465.1003M,5.38,2007A&A...465.1003M,9.9,2007A&A...465.1003M,36.6,2007A&A...465.1003M,130,2007A&A...465.1003M,3790,2007A&A...465.1003M,1.67E-07,2007A&A...465.1003M,FALSE,None,FALSE,,,,,,FALSE
N11 ELS 013,[ELS2006] N11 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+013,Late O Dwarf,Gaia DR3 4662153331599106048,74.25368608,-66.40700187,2016,LMC,LH 10,O8 V,2006A&A...456..623E,O,8,V,11.87,1992AJ....103.1205P,12.83,1992AJ....103.1205P,12.93,1992AJ....103.1205P,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,147,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -66 35,SK -66 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+35,Early B Supergiant,Gaia DR3 4662149551990093696,74.26851915,-66.57738161,2016,LMC,None,BC1 Ia,1991PASP..103.1123F,B,1,I,10.62,1999MNRAS.306..279S,11.52,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.19,1970A&A.....4..234F,0.1,Derived from (B-V)0,22000,2017AJ....154..102U,2.6,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,TRUE,1999RMxAC...8..149M,FALSE,,,,,,TRUE
SK -69 50,SK -69 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+50,Mid O Supergiant,Gaia DR3 4655269117524712064,74.31292067,-69.33887653,2016,LMC,None,O7(n)(f)p,2010AJ....139.1283W,O,7,none,12.16,2002ApJS..141...81M,13.15,2002ApJS..141...81M,13.31,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,210,2010AJ....139.1283W,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -68 15,BAT99 11,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+11,Early WC Star,Gaia DR3 4661517298473099776,74.35036167,-68.39920044,2016,LMC,LH 12,WC4,2000AJ....119.2214M,WC,4,none,12.19,2002ApJS..141...81M,12.77,2002ApJS..141...81M,12.9,2002ApJS..141...81M,,None,0.25,2001MNRAS.324...18B,90000,2002A&A...392..653C,,None,5.7,2002A&A...392..653C,2.9,2002A&A...392..653C,,None,,None,3000,2002A&A...392..653C,3.20E-05,2002A&A...392..653C,FALSE,None,FALSE,,,,,,FALSE
SK -67 22,SK -67 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+22,Early O Supergiant,Gaia DR3 4661666179215129728,74.36441127,-67.65079663,2016,LMC,None,O2 If*/WN5,2011MNRAS.416.1311C,O,2,I,12.21,2002ApJS..141...81M,13.26,2002ApJS..141...81M,13.44,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.1,Derived from (B-V)0,50000,2014A&A...565A..27H,,None,5.8,2014A&A...565A..27H,10.6,2014A&A...565A..27H,53,2014A&A...565A..27H,200,2012A&A...543A..95R,2400,2014A&A...565A..27H,5.00E-06,2014A&A...565A..27H,TRUE,2008MNRAS.389..806S,FALSE,,,,,,FALSE
SK -68 16,SK -68 16,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+16,Mid O Giant,Gaia DR3 4661517092314718208,74.40748145,-68.4099779,2016,LMC,LH 12,O7 III,2000AJ....119.2214M,O,7,III,11.68,2002ApJS..141...81M,12.66,2002ApJS..141...81M,12.85,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,100,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -69 52,SK -69 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+52,Early B Supergiant,Gaia DR3 4655146831194631680,74.45378309,-69.87291679,2016,LMC,None,B2 Ia,1988ApJ...335..703F,B,2,I,10.73,1972A&AS....6..249A,11.55,1972A&AS....6..249A,11.5,1972A&AS....6..249A,-0.17,1970A&A.....4..234F,0.22,Derived from (B-V)0,,None,,None,,None,,None,,None,105,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -70 32,SK -70 32,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+32,Late O Bright Giant,Gaia DR3 4655068250461327488,75.04254313,-70.18595183,2016,LMC,None,O9.5 II:,1988ApJ...335..703F,O,9.5,II,11.84,2002ApJS..141...81M,12.85,2002ApJS..141...81M,13.06,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,97,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -68 23a,SK -68 23A,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+23A,Early B Giant,Gaia DR3 4661364225871120128,75.20123237,-68.09957221,2016,LMC,None,B1 III,1995ApJ...438..188M,B,1,III,12.03,2002ApJS..141...81M,12.97,2002ApJS..141...81M,13.05,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -65 22,SK -65 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+22,Mid O Supergiant,Gaia DR3 4662240708409788928,75.34617079,-65.87589075,2016,LMC,None,O6 Iaf+,1977ApJ...215...53W,O,6,I,10.85,1979A&AS...38..239I,11.88,1979A&AS...38..239I,12.07,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.07,2002ApJ...579..774C,33500,2002ApJ...579..774C,3.2,2002ApJ...579..774C,5.86,2002ApJ...579..774C,25,2002ApJ...579..774C,,None,90,2002ApJ...579..774C,1520,2002ApJ...579..774C,1.10E-05,2002ApJ...579..774C,FALSE,None,FALSE,,,,,,TRUE
SK -68 26,SK -68 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+26,Early B Supergiant,Gaia DR3 4661359346788463616,75.38437622,-68.17859373,2016,LMC,None,BC2 Ia,1991PASP..103.1123F,B,2,I,10.98,1999MNRAS.306..279S,11.75,1999MNRAS.306..279S,11.64,1999MNRAS.306..279S,-0.17,1970A&A.....4..234F,0.28,Derived from (B-V)0,18160,2017AJ....154..102U,2.19,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -66 50,SK -66 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+50,Late B Supergiant,Gaia DR3 4661891544744628352,75.78675345,-66.95968068,2016,LMC,None,B8 Ia+,1991PASP..103.1123F,B,8,I,9.98,1972A&AS....6..249A,10.65,1972A&AS....6..249A,10.63,1972A&AS....6..249A,-0.01,1970A&A.....4..234F,0.03,Derived from (B-V)0,11900,2017AJ....154..102U,1.49,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -66 51,SK -66 51,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+51,Mid WN Star,Gaia DR3 4662107598784242432,75.78715562,-66.68263575,2016,LMC,None,WN 7h,2008MNRAS.389..806S,WN,7,none,11.57,1999MNRAS.306..279S,12.51,1999MNRAS.306..279S,12.71,1999MNRAS.306..279S,,None,0.09,2014A&A...565A..27H,50000,2014A&A...565A..27H,,None,5.8,2014A&A...565A..27H,10.6,2014A&A...565A..27H,42,2014A&A...565A..27H,,None,1000,2014A&A...565A..27H,2.30E-05,2014A&A...565A..27H,FALSE,None,TRUE,,,,,,TRUE
SK -70 50,SK -70 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+50,Early B Supergiant,Gaia DR3 4655076840397213056,75.9412194,-70.19930135,2016,LMC,None,B3 Ia,1991PASP..103.1123F,B,3,I,10.45,1972A&AS....6..249A,11.16,1972A&AS....6..249A,11.2,1972A&AS....6..249A,-0.13,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
NGC 1818 ROB D1,Cl* NGC 1818 ROB D1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident= Cl*+NGC+1818+ROB+D1,Early B Dwarf,Gaia DR3 4662022695879506176,76.13463918,-66.41321036,2016,LMC,NGC 1818,B1 V,None,B,1,V,,None,14.8,1974A&AS...15..261R,14.93,1974A&AS...15..261R,-0.26,1970A&A.....4..234F,0.13,Derived from (B-V)0,24700,2000A&A...353..655K,4,2000A&A...353..655K,,None,,None,,None,30,2000A&A...353..655K,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -70 60,SK -70 60,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+60,Early O Dwarf,Gaia DR3 4655075672166366976,76.16993492,-70.2595831,2016,LMC,None,O4-5 V((f))pec,2009ApJ...692..618M,O,4,V,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,256,2009ApJ...700..844P,2150,1998MNRAS.300..828P,,None,FALSE,None,FALSE,,,,,,FALSE
SK -70 69,SK -70 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+69,Mid O Dwarf,Gaia DR3 4655069384334599168,76.3278327,-70.43052205,2016,LMC,None,O5.5 V((f)),2009ApJ...692..618M,O,5.5,V,12.63,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.95,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,40500,2009ApJ...692..618M,3.7,2009ApJ...692..618M,5.35,2009ApJ...692..618M,9.6,2009ApJ...692..618M,,None,98,2009ApJ...700..844P,2300,2009ApJ...692..618M,8.00E-07,2009ApJ...692..618M,FALSE,None,FALSE,,,,,,FALSE
SK -68 41,SK -68 41,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+41,Early B Supergiant,Gaia DR3 4661392533937464448,76.36299741,-68.16740087,2016,LMC,None,B0.5 Ia,1988ApJ...335..703F,B,0.5,I,10.97,1995msct.book.....B,11.9,1995msct.book.....B,12.04,1995msct.book.....B,-0.22,1970A&A.....4..234F,0.08,Derived from (B-V)0,24500,2009ApJ...692..618M,2.9,2009ApJ...692..618M,5.56,2009ApJ...692..618M,33.4,2009ApJ...692..618M,33,2009ApJ...692..618M,77,2009ApJ...700..844P,865,1998MNRAS.300..828P,9.00E-07,2009ApJ...692..618M,FALSE,None,FALSE,,,,,,FALSE
SK -70 79,SK -70 79,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+79,Early B Giant,Gaia DR3 4652066308846415872,76.65533667,-70.49005359,2016,LMC,None,B0 III,1995ApJ...438..188M,B,0,III,11.7,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.3,1970A&A.....4..234F,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,86,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -68 52,SK -68 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+52,Early B Supergiant,Gaia DR3 4661289630893455488,76.83511391,-68.53571298,2016,LMC,None,B0 Ia,1977ApJ...215...53W,B,0,I,10.69,1999MNRAS.306..279S,11.66,1999MNRAS.306..279S,11.72,1999MNRAS.306..279S,-0.24,1970A&A.....4..234F,0.18,Derived from (B-V)0,24500,2004ApJ...610.1021E,2.7,2004ApJ...610.1021E,5.76,2004ApJ...610.1021E,42.2,2004ApJ...610.1021E,,None,80,2004ApJ...610.1021E,1400,2004ApJ...610.1021E,3.20E-06,2004ApJ...610.1021E,FALSE,None,FALSE,,,,,,TRUE
SK -71 8,SK -71 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+8,Late O Bright Giant,Gaia DR3 4651635643875788800,76.84694008,-71.19832317,2016,LMC,LH 28,O9 II,1986AJ.....92...48C,O,9,II,12.15,1979A&AS...38..239I,13.11,1979A&AS...38..239I,13.25,1979A&AS...38..239I,-0.26,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,75,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
HV 5622,MACHO 79.4779.34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=MACHO+79.4779.34,Early B Dwarf,Gaia DR3 4661263105168320896,77.37172078,-68.91739152,2016,LMC,None,B0 V,2009PASP..121..634B,B,0,V,14.09,2004AJ....128.1606Z,14.61,2004AJ....128.1606Z,14.85,2004AJ....128.1606Z,-0.3,1970A&A.....4..234F,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,1997AJ....114..326A,FALSE,,,,,,FALSE
SK -67 69,SK -67 69,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+69,Early O Giant,Gaia DR3 4658928734538045440,78.58365585,-67.1342141,2016,LMC,None,O4 III(f),1987PASP...99..240G,O,4,III,11.88,1979A&AS...38..239I,12.93,1979A&AS...38..239I,13.09,1979A&AS...38..239I,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,121,2009ApJ...700..844P,2500,2003ApJ...586..996M,,None,FALSE,None,FALSE,,,,,,FALSE
SK -69 83,SK -69 83,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+83,Mid O Supergiant,Gaia DR3 4658209344697667584,78.62351978,-69.4954453,2016,LMC,None,O7.5 Iaf,1988ApJ...335..703F,O,7.5,I,10.45,1999MNRAS.306..279S,11.47,1999MNRAS.306..279S,11.61,1999MNRAS.306..279S,-0.27,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -69 104,SK -69 104,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+104,Mid O Supergiant,Gaia DR3 4658276071307909632,79.74785494,-69.21522033,2016,LMC,LH 41,O6 Ib(f),1977ApJ...215...53W,O,6,I,10.86,1972A&AS....6..249A,11.89,1972A&AS....6..249A,12.1,1972A&AS....6..249A,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,117,2009ApJ...700..844P,2160,1998MNRAS.300..828P,,None,FALSE,None,FALSE,,,,,,TRUE
SK -67 78,SK -67 78,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+78,Early B Supergiant,Gaia DR3 4658866685180816384,80.07953179,-67.30157646,2016,LMC,None,B3 Ia,1991PASP..103.1123F,B,3,I,10.49,1972A&AS....6..249A,11.22,1972A&AS....6..249A,11.26,1972A&AS....6..249A,-0.13,1970A&A.....4..234F,0.09,Derived from (B-V)0,16150,2017AJ....154..102U,2.03,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -65 47,SK -65 47,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+47,Early O Supergiant,Gaia DR3 4660631710575777664,80.22801588,-65.4549656,2016,LMC,LH 43,O4 I(n)f+p,2010AJ....139.1283W,O,4,I,11.27,1975A&AS...19..259I,12.33,1975A&AS...19..259I,12.51,1975A&AS...19..259I,-0.28,1975A&AS...19..259I,0.1,Derived from (B-V)0,40500,2012A&A...543A..95R,3.6,2012A&A...543A..95R,5.98,2012A&A...543A..95R,19.8,2012A&A...543A..95R,,None,160,2012A&A...543A..95R,2100,2012A&A...543A..95R,1.10E-05,2012A&A...543A..95R,FALSE,None,FALSE,,,,,,TRUE
SK -65 55,BAT99 30,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+30,Mid WN Star,Gaia DR3 4660554813484441984,80.49041207,-65.81672706,2016,LMC,None,WN6 h,2008MNRAS.389..806S,WN,6,none,12.16,1983A&AS...51..505F,13.14,1983A&AS...51..505F,13.36,1983A&AS...51..505F,,None,0.07,2014A&A...565A..27H,47000,2014A&A...565A..27H,,None,5.65,2014A&A...565A..27H,10,2014A&A...565A..27H,,None,,None,1000,2014A&A...565A..27H,8.90E-06,2014A&A...565A..27H,FALSE,None,FALSE,,,,,,FALSE
SK -71 19,SK -71 19,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+19,Mid O Giant,Gaia DR3 4651768581712630784,80.56564455,-71.36091572,2016,LMC,LH 50,O6 III,1986AJ.....92...48C,O,6,III,13.15,2004AJ....128.1606Z,14.03,2004AJ....128.1606Z,14.23,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,242,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -71 21,BAT99 32,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+32,Mid WN Star,Gaia DR3 4651738821845582464,80.59390513,-71.59948597,2016,LMC,None,WN6(h),1997A&A...320..500C,WN,6,none,11.48,1983A&AS...51..505F,12.46,1983A&AS...51..505F,12.71,1983A&AS...51..505F,,None,0.08,2014A&A...565A..27H,47000,2014A&A...565A..27H,,None,5.94,2014A&A...565A..27H,13.9,2014A&A...565A..27H,,None,,None,1600,2014A&A...565A..27H,2.30E-05,2014A&A...565A..27H,TRUE,2008MNRAS.389..806S,FALSE,,,,,,FALSE
SK -68 73,SK -68 73,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+73,Late O,Gaia DR3 4658737591314866688,80.74912654,-68.02961982,2016,LMC,None,WN9pec,2021..Crowther...pc,WN,9,none,10.92,1975A&AS...19..259I,11.72,1975A&AS...19..259I,11.45,1975A&AS...19..259I,,None,0.37,2014A&A...565A..27H,28000,2014A&A...565A..27H,,None,6.5,2014A&A...565A..27H,74.8,2014A&A...565A..27H,,None,,None,400,2014A&A...565A..27H,3.70E-05,2014A&A...565A..27H,FALSE,None,FALSE,,,,,,TRUE
SK -67 101,SK -67 101,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+101,Late O Bright Giant,Gaia DR3 4658681584946177792,81.48436162,-67.50800173,2016,LMC,None,O8 II((f)),2002ApJS..141..443W,O,8,II,11.41,2002ApJS..141...81M,12.44,2002ApJS..141...81M,12.67,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.04,Derived from (B-V)0,,None,,None,,None,,None,,None,103,2009ApJ...700..844P,2005,1998MNRAS.300..828P,,None,FALSE,None,FALSE,,,,,,TRUE
SK -67 104,SK -67 104,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+104,Late WC Star,Gaia DR3 4658681898503248256,81.51653438,-67.4991892,2016,LMC,LH 54,WC4 + abs,1986ApJ...300..379T,WC,4,none,10.29,1996ApJS..104...71O,11.3,1996ApJS..104...71O,11.42,1996ApJS..104...71O,,None,0.08,1998AJ....116.1263O,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,1990ApJ...348..232M,TRUE,,,,,,TRUE
SK -67 105,SK -67 105,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+105,O Binary,Gaia DR3 4660192936744572800,81.5258012,-67.18243797,2016,LMC,None,O4 f + O6 V,2003MNRAS.338..141O,O,4,none,11.25,1994A&A...288L...9H,12.28,1994A&A...288L...9H,12.42,1994A&A...288L...9H,-0.28,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,3.61,2003MNRAS.338..141O,,None,16.9,2003MNRAS.338..141O,48.3,2003MNRAS.338..141O,,None,,None,,None,TRUE,2003MNRAS.338..141O,FALSE,,,,,,TRUE
SK -67 106,SK -67 106,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+106,Early B Supergiant,Gaia DR3 4658678973606061696,81.56342629,-67.4999728,2016,LMC,LH 54,O8 III((f)),1998AJ....116.1263O,O,8,III,10.76,1998AJ....116.1263O,11.8,1998AJ....116.1263O,11.96,1998AJ....116.1263O,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,99,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -67 107,SK -67 107,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+107,Early B Supergiant,Gaia DR3 4658679012285241344,81.58616402,-67.49879065,2016,LMC,LH 54,O9 Ib(f),1998AJ....116.1263O,O,9,I,11.49,1998AJ....116.1263O,12.51,1998AJ....116.1263O,12.67,1998AJ....116.1263O,-0.26,2006A&A...457..637M,0.1,Derived from (B-V)0,,None,,None,,None,,None,,None,82,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -67 108,SK -67 108,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+108,Early O Giant,Gaia DR3 4658676504024365440,81.6102829,-67.62234764,2016,LMC,None,O4-5 III,1988ApJ...335..703F,O,4,III,11.33,2002ApJS..141...81M,12.37,2002ApJS..141...81M,12.57,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
LH 58-496,[L72] LH 58-496,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72]+LH+58-496,Mid O Dwarf,Gaia DR3 4658488247029968768,81.68326178,-68.81168066,2016,LMC,LH 58,O5 V((f)),2000AJ....119.2214M,O,5,V,12.41,1994AJ....108.1256G,13.51,1994AJ....108.1256G,13.73,1994AJ....108.1256G,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,42000,2005ApJ...627..477M,4,2005ApJ...627..477M,5.48,2005ApJ...627..477M,10.5,2005ApJ...627..477M,44,2005ApJ...627..477M,,None,2400,2005ApJ...627..477M,6.00E-07,2005ApJ...627..477M,FALSE,None,FALSE,,,,,,FALSE
SK -67 111,SK -67 111,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+111,Mid O Supergiant,Gaia DR3 4658684681642882304,81.70034398,-67.49160449,2016,LMC,LH 60,O6 Ia(n)fpv,2010AJ....139.1283W,O,6,I,11.33,2002ApJS..141...81M,12.39,2002ApJS..141...81M,12.6,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,230,2010AJ....139.1283W,2000,2003ApJ...586..996M,,None,FALSE,None,FALSE,,,,,,TRUE
BI 173,BI 173,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+173,Late O Bright Giant,Gaia DR3 4658104341338342528,81.79145514,-69.13234516,2016,LMC,None,O8 II:,2002ApJS..141..443W,O,8,II,11.78,2002ApJS..141...81M,12.8,2002ApJS..141...81M,12.96,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,34500,2009ApJ...692..618M,3.4,2009ApJ...692..618M,5.6,2009ApJ...692..618M,17.6,2009ApJ...692..618M,40,2009ApJ...692..618M,200,2009ApJ...692..618M,1950,1998MNRAS.300..828P,1.60E-06,2009ApJ...692..618M,FALSE,None,FALSE,,,,,,TRUE
SK -67 118,SK -67 118,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+118,Mid O Dwarf,Gaia DR3 4660188538698179200,81.88875607,-67.29175594,2016,LMC,None,O7 V,1995ApJ...438..188M,O,7,V,11.76,2002ApJS..141...81M,12.79,2002ApJS..141...81M,12.98,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,61,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -69 140,SK -69 140,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+140,Early B Supergiant,Gaia DR3 4658097405057911808,81.91413913,-69.2116254,2016,LMC,None,B4 I,1978A&AS...31..243R,B,4,I,11.66,2002ApJS..141...81M,12.61,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -66 100,SK -66 100,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+100,Mid O Bright Giant,Gaia DR3 4660223379469868416,81.93938174,-66.92091309,2016,LMC,None,O6 II(f),1995PASP..107..104W,O,6,II,11.99,1979A&AS...38..239I,13.05,1979A&AS...38..239I,13.26,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,39000,2012A&A...537A..79R,3.7,2012A&A...537A..79R,5.59,2012A&A...537A..79R,13.7,2012A&A...537A..79R,,None,59,2012A&A...537A..79R,2075,2012A&A...537A..79R,8.30E-07,2012A&A...537A..79R,FALSE,None,FALSE,,,,,,FALSE
SK -71 35,SK -71 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+35,Early B Bright Giant,Gaia DR3 4651835961162249984,82.51743121,-71.13228331,2016,LMC,None,B1 II,2018A&A...615A..40R,B,1,II,11.94,2002ApJS..141...81M,12.88,2002ApJS..141...81M,12.97,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.12,2018A&A...615A..40R,23000,2018A&A...615A..40R,2.8,2018A&A...615A..40R,5.34,2018A&A...615A..40R,29.5,2018A&A...615A..40R,20,2018A&A...615A..40R,87,2018A&A...615A..40R,400,2018A&A...615A..40R,1.10E-06,2018A&A...615A..40R,FALSE,None,FALSE,,,,,,FALSE
BI 184,BI 184,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+184,Late O Dwarf,Gaia DR3 4651835583204855936,82.62778686,-71.04211026,2016,LMC,None,O8 (V)e,2018A&A...615A..40R,O,8,V,12.8,2002ApJS..141...81M,13.76,2002ApJS..141...81M,13.84,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.17,2018A&A...615A..40R,34000,2018A&A...615A..40R,4,2018A&A...615A..40R,5.28,2018A&A...615A..40R,12.6,2018A&A...615A..40R,58,2018A&A...615A..40R,100,2018A&A...615A..40R,2470,2018A&A...615A..40R,2.20E-07,2018A&A...615A..40R,FALSE,None,FALSE,,,,,,TRUE
